Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: Clear [lx];Light Intensity: Red [lx];Light Intensity: Green [lx];Light Intensity: Blue [lx];Light Intensity: Infrared [lx];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: 5V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
1270.343;1270.320;2023-07-02T14:04:41.0Z;3;48.8064988;9.9071908;1.9;3891.8;19.9;7;3939.5;33.2;9.0;7.9;635.0;11.02;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.376;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1272.343;1272.323;2023-07-02T14:04:43.0Z;3;48.8064711;9.9073428;1.8;3903.0;27.0;8;3950.8;33.0;9.1;7.9;633.7;7.05;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.376;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1274.343;1274.326;2023-07-02T14:04:45.0Z;3;48.8064181;9.9075843;4.5;3913.5;39.8;7;3961.3;33.0;8.8;7.7;632.7;6.07;20140;4733;20775;11438;5417;8.78;3.29;5.03;0.006;0.376;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1276.343;1276.328;2023-07-02T14:04:47.0Z;3;48.8063896;9.9079235;4.5;3924.2;44.1;7;3972.0;33.1;8.4;7.3;632.3;21.57;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.376;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1278.343;1278.330;2023-07-02T14:04:49.0Z;3;48.8064231;9.9081469;4.5;3935.1;23.0;6;3982.9;33.1;8.8;7.5;631.5;37.16;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.376;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1280.343;1280.334;2023-07-02T14:04:51.0Z;3;48.8064301;9.9082647;4.4;3945.3;13.9;7;3993.1;33.0;8.9;7.5;630.1;7.07;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.376;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1282.343;1282.336;2023-07-02T14:04:53.0Z;3;48.8064132;9.9083898;4.4;3955.9;22.2;7;4003.7;33.1;9.4;8.0;629.5;6.95;25165;25165;25165;25165;25165;8.79;3.29;5.04;0.006;0.376;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1284.344;1284.336;2023-07-02T14:04:55.0Z;3;48.8063488;9.9085953;4.5;3966.5;37.4;6;4014.3;33.2;9.0;8.0;628.5;2.86;25165;9948;15280;1910;24100;8.78;3.29;5.03;0.006;0.376;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1286.344;1286.338;2023-07-02T14:04:57.0Z;3;48.8062773;9.9088721;4.4;3978.4;40.0;7;4026.1;33.1;8.9;7.7;627.4;6.34;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.377;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1288.344;1288.340;2023-07-02T14:04:59.0Z;3;48.8062629;9.9091649;4.4;3989.3;39.4;7;4037.0;33.0;8.9;7.7;626.7;7.10;25165;20290;8811;16184;25165;8.80;3.29;5.03;0.006;0.377;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1290.344;1290.343;2023-07-02T14:05:01.0Z;3;48.8063065;9.9094183;4.4;4001.0;31.7;7;4048.7;33.0;9.0;7.6;626.2;24.47;25165;25165;25165;25165;25165;8.80;3.29;5.04;0.006;0.376;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1292.344;1291.344;2023-07-02T14:05:03.0Z;3;48.8063361;9.9095896;4.5;4011.4;18.4;6;4059.1;33.1;9.3;7.8;625.2;9.44;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.377;0.231;1;0.000;1;0.000;0;0.002;0;0.002
1294.344;1293.346;2023-07-02T14:05:05.0Z;3;48.8063076;9.9097486;1.9;4022.5;26.1;7;4070.3;33.1;9.3;7.9;623.9;5.94;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.377;0.232;1;0.000;1;0.000;0;0.002;0;0.002
1296.344;1295.348;2023-07-02T14:05:07.0Z;3;48.8062496;9.9099974;1.9;4035.0;41.4;7;4082.8;33.0;9.1;7.9;623.1;5.04;25165;17363;6274;24262;20016;8.79;3.29;5.03;0.006;0.377;0.232;1;0.000;1;0.000;0;0.002;0;0.002
1298.344;1297.351;2023-07-02T14:05:09.0Z;3;48.8062404;9.9103397;1.8;4047.7;45.7;8;4095.4;33.0;8.9;7.6;622.1;5.60;19157;10238;24215;7408;24390;8.79;3.29;5.03;0.006;0.379;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1300.344;1299.353;2023-07-02T14:05:11.0Z;3;48.8062917;9.9106412;1.8;4058.1;37.5;8;4105.8;33.1;9.1;7.5;622.9;21.01;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.379;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1302.344;1301.355;2023-07-02T14:05:13.0Z;3;48.8063457;9.9108596;1.8;4070.1;25.8;8;4117.8;32.7;9.4;7.9;620.7;9.55;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.379;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1304.344;1303.357;2023-07-02T14:05:15.0Z;3;48.8063289;9.9110434;1.8;4081.6;27.9;8;4129.3;32.8;9.3;7.8;619.3;6.63;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.379;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1306.344;1305.361;2023-07-02T14:05:17.0Z;3;48.8062608;9.9112887;1.8;4094.0;40.3;8;4141.8;33.0;9.1;7.9;618.8;4.85;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.379;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1308.344;1307.363;2023-07-02T14:05:19.0Z;3;48.8062311;9.9116140;1.8;4107.0;45.4;8;4154.7;32.8;8.9;7.7;617.9;1.99;22987;14268;17431;1705;2270;8.80;3.29;5.04;0.006;0.380;0.235;1;0.000;1;0.000;0;0.002;0;0.002
1310.344;1309.365;2023-07-02T14:05:21.0Z;3;48.8062625;9.9119668;1.8;4119.1;47.1;8;4166.8;33.0;8.5;7.2;617.8;12.92;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.379;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1312.344;1311.366;2023-07-02T14:05:23.0Z;3;48.8062827;9.9123131;1.8;4132.5;46.1;8;4180.3;32.8;8.6;7.1;616.0;14.46;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.379;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1314.344;1313.369;2023-07-02T14:05:25.0Z;3;48.8062479;9.9126664;1.8;4146.8;48.4;8;4194.6;32.8;8.5;6.8;614.9;17.34;25165;25165;25165;25165;25165;8.80;3.29;5.03;0.006;0.379;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1316.345;1315.372;2023-07-02T14:05:27.0Z;3;48.8061689;9.9129983;1.8;4158.4;44.1;8;4206.2;33.0;8.8;7.0;613.8;1.41;16016;20954;14092;4363;993;8.78;3.29;5.03;0.006;0.379;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1318.345;1317.374;2023-07-02T14:05:29.0Z;3;48.8060716;9.9132779;1.9;4168.2;40.2;7;4216.0;33.0;8.9;7.2;613.2;8.11;20539;9355;330;23040;3550;8.79;3.29;5.03;0.006;0.380;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1320.345;1319.375;2023-07-02T14:05:31.0Z;3;48.8059888;9.9135387;1.9;4179.4;37.5;7;4227.2;32.8;8.8;7.2;612.1;5.70;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.380;0.235;1;0.000;1;0.000;0;0.002;0;0.002
1322.345;1321.377;2023-07-02T14:05:33.0Z;3;48.8059229;9.9138284;1.9;4191.1;43.7;7;4238.8;32.8;8.5;7.2;611.5;4.71;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.379;0.235;1;0.000;1;0.000;0;0.002;0;0.002
1324.345;1323.380;2023-07-02T14:05:35.0Z;3;48.8058578;9.9141773;1.8;4204.4;50.0;8;4252.1;32.8;8.4;6.9;610.6;4.46;25165;25165;25165;25165;25165;8.79;3.29;5.04;0.006;0.380;0.235;1;0.000;1;0.000;0;0.002;0;0.002
1326.345;1325.381;2023-07-02T14:05:37.0Z;3;48.8058248;9.9145520;1.8;4215.4;49.1;8;4263.2;32.8;8.3;6.9;609.5;0.61;21222;18201;21463;330;10234;8.78;3.29;5.03;0.006;0.380;0.234;1;0.000;1;0.000;0;0.002;0;0.002
1328.345;1327.383;2023-07-02T14:05:39.0Z;3;48.8058511;9.9148823;1.8;4226.1;39.6;8;4273.9;32.8;8.3;6.7;609.6;13.66;25165;25165;25165;25165;25165;8.79;3.29;5.04;0.006;0.380;0.235;1;0.000;1;0.000;0;0.002;0;0.002
1330.345;1329.384;2023-07-02T14:05:41.0Z;3;48.8058622;9.9151573;1.9;4239.9;36.0;7;4287.6;32.8;8.3;6.8;608.0;5.48;25165;25165;25165;25165;25165;8.79;3.29;5.04;0.006;0.380;0.235;1;0.000;1;0.000;0;0.002;0;0.002
1332.345;1331.386;2023-07-02T14:05:43.0Z;3;48.8058144;9.9154622;2.7;4253.2;47.3;7;4301.0;32.8;8.0;6.6;606.5;4.19;25165;25165;25165;25165;25165;8.80;3.29;5.03;0.006;0.381;0.236;1;0.000;1;0.000;0;0.002;0;0.002
1334.345;1333.388;2023-07-02T14:05:45.0Z;3;48.8057202;9.9158214;2.7;4266.0;52.3;7;4313.8;32.7;7.9;6.5;605.8;18.32;11591;9256;6817;19206;4728;8.78;3.29;5.03;0.006;0.381;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1336.345;1335.391;2023-07-02T14:05:47.0Z;3;48.8056282;9.9161316;2.7;4279.5;35.8;7;4327.3;32.7;7.6;6.3;604.8;5.01;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.382;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1338.345;1337.393;2023-07-02T14:05:49.0Z;3;48.8056190;9.9163879;2.0;4292.0;38.1;7;4339.8;32.8;7.9;6.4;603.7;2.98;17988;7784;18224;17144;17904;8.79;3.29;5.03;0.006;0.382;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1340.345;1339.394;2023-07-02T14:05:51.0Z;3;48.8056545;9.9167166;1.8;4302.2;47.6;8;4349.9;32.7;7.8;6.2;603.1;4.57;25165;25165;25165;25165;25165;8.79;3.29;5.04;0.006;0.383;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1342.345;1341.396;2023-07-02T14:05:53.0Z;3;48.8056813;9.9170905;1.8;4313.1;50.3;8;4360.8;32.7;7.5;6.3;603.4;16.20;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.382;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1344.345;1343.398;2023-07-02T14:05:55.0Z;3;48.8056784;9.9174556;2.7;4325.1;45.6;7;4372.8;32.7;7.5;6.2;601.9;17.68;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.382;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1346.345;1345.401;2023-07-02T14:05:57.1Z;3;48.8056795;9.9177672;1.8;4335.8;37.1;8;4383.5;32.7;7.5;6.2;600.4;7.26;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.383;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1348.346;1347.403;2023-07-02T14:05:59.0Z;3;48.8056831;9.9180638;1.8;4340.3;38.3;8;4388.0;32.6;8.0;6.4;599.4;5.05;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.382;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1350.346;1349.406;2023-07-02T14:06:01.0Z;3;48.8055881;9.9183377;2.0;4352.1;49.5;7;4399.8;32.6;8.0;6.5;598.4;4.79;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.382;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1352.346;1351.409;2023-07-02T14:06:03.0Z;3;48.8055076;9.9187139;2.0;4367.2;55.8;7;4414.9;32.6;7.0;6.1;597.8;4.90;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.383;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1354.346;1353.412;2023-07-02T14:06:05.0Z;3;48.8055123;9.9191056;2.0;4379.4;48.8;7;4427.2;32.5;7.3;5.7;596.9;14.33;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.383;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1356.346;1355.414;2023-07-02T14:06:07.0Z;3;48.8055503;9.9194475;2.0;4390.7;45.2;7;4438.5;32.6;7.3;5.8;596.5;2.72;25165;13486;3186;7019;6206;8.78;3.29;5.04;0.006;0.383;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1358.346;1357.416;2023-07-02T14:06:09.0Z;3;48.8055763;9.9197666;2.0;4403.8;41.5;7;4451.5;32.7;6.8;5.6;595.4;13.04;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.382;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1360.346;1359.420;2023-07-02T14:06:11.0Z;3;48.8055836;9.9200563;4.9;4416.0;36.5;4;4463.8;32.6;7.0;5.7;594.2;10.67;25165;25165;25165;25165;25165;8.79;3.29;5.04;0.006;0.383;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1362.346;1361.422;2023-07-02T14:06:13.0Z;3;48.8055807;9.9202896;4.9;4427.5;27.6;4;4475.2;32.6;7.5;6.0;593.2;7.62;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.383;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1364.346;1363.424;2023-07-02T14:06:15.0Z;3;48.8056039;9.9205726;4.8;4438.8;44.8;5;4486.5;32.6;7.9;6.2;592.6;4.19;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.383;0.238;1;0.000;1;0.000;0;0.002;0;0.002
1366.346;1365.426;2023-07-02T14:06:17.0Z;3;48.8056199;9.9209668;1.8;4449.6;55.9;7;4497.3;32.6;7.4;5.9;592.1;19.71;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.384;0.239;1;0.000;1;0.000;0;0.002;0;0.002
1368.346;1367.430;2023-07-02T14:06:19.0Z;3;48.8055623;9.9213511;1.9;4461.4;48.7;7;4509.1;32.5;7.4;6.0;591.0;4.39;17298;12698;13996;2594;5614;8.78;3.29;5.03;0.006;0.385;0.240;1;0.000;1;0.000;0;0.002;0;0.002
1370.346;1369.433;2023-07-02T14:06:21.0Z;3;48.8055009;9.9216417;1.8;4473.5;32.0;8;4521.2;32.6;7.2;5.5;590.0;8.35;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.385;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1372.346;1371.436;2023-07-02T14:06:23.0Z;3;48.8055226;9.9218773;1.8;4483.5;33.6;8;4531.2;32.5;7.2;5.7;589.2;6.75;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1374.346;1373.440;2023-07-02T14:06:25.0Z;3;48.8055599;9.9221766;3.0;4496.2;47.6;6;4543.9;32.6;6.5;5.5;588.3;3.65;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.385;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1376.346;1375.442;2023-07-02T14:06:27.0Z;3;48.8055558;9.9225820;1.9;4507.9;59.5;7;4555.7;32.6;6.4;5.0;587.3;3.04;672;16234;17038;18514;6203;8.79;3.29;5.03;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1378.346;1377.445;2023-07-02T14:06:29.0Z;3;48.8055258;9.9230128;1.8;4519.9;55.3;8;4567.6;32.6;6.5;4.8;586.5;15.53;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1380.346;1379.449;2023-07-02T14:06:31.0Z;3;48.8054676;9.9234086;1.8;4530.2;52.1;8;4577.9;32.5;6.7;5.1;585.4;10.36;25165;25165;25165;25165;25165;8.78;3.29;5.04;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1382.346;1381.451;2023-07-02T14:06:33.0Z;3;48.8053929;9.9237801;1.8;4539.6;50.5;8;4587.3;32.5;6.4;5.3;584.6;2.01;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1384.346;1383.454;2023-07-02T14:06:35.0Z;3;48.8053378;9.9241706;2.0;4550.8;54.9;7;4598.5;32.5;6.3;4.9;584.0;4.80;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1386.346;1385.458;2023-07-02T14:06:37.0Z;3;48.8053485;9.9245815;2.0;4561.9;52.2;7;4609.6;32.5;6.3;4.8;583.5;17.24;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1388.346;1387.460;2023-07-02T14:06:39.0Z;3;48.8053888;9.9249158;2.0;4572.5;39.5;7;4620.2;32.5;6.5;4.9;582.7;14.73;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.385;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1390.346;1389.461;2023-07-02T14:06:41.0Z;3;48.8054100;9.9251783;2.0;4583.6;32.8;7;4631.4;32.5;6.4;5.0;581.8;8.29;25165;25165;25165;25165;25165;8.79;3.29;5.04;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1392.346;1391.464;2023-07-02T14:06:43.0Z;3;48.8053716;9.9254520;2.0;4594.9;43.5;7;4642.6;32.2;6.5;5.1;580.0;5.07;25165;25165;25165;25165;25165;8.78;3.29;5.04;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1394.346;1393.467;2023-07-02T14:06:45.0Z;3;48.8053177;9.9258381;2.1;4607.1;57.7;6;4654.9;32.4;6.4;5.1;580.1;4.12;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1396.346;1395.469;2023-07-02T14:06:47.0Z;3;48.8053250;9.9262710;2.1;4619.7;56.7;6;4667.4;32.5;6.3;4.9;578.9;0.95;25165;11546;12157;14518;128;8.79;3.29;5.03;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1398.346;1397.471;2023-07-02T14:06:49.0Z;3;48.8053950;9.9266491;2.1;4631.0;49.3;6;4678.8;32.5;6.3;4.7;578.3;12.04;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1400.346;1399.473;2023-07-02T14:06:51.0Z;3;48.8054526;9.9269596;2.0;4643.5;38.7;7;4691.3;32.5;6.7;4.9;577.4;10.21;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.386;0.241;1;0.000;1;0.000;0;0.002;0;0.002
1402.346;1401.474;2023-07-02T14:06:53.0Z;3;48.8054411;9.9272624;1.8;4653.5;46.7;8;4701.3;32.5;6.5;5.0;576.0;4.46;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.386;0.243;1;0.000;1;0.000;0;0.002;0;0.002
1404.346;1403.477;2023-07-02T14:06:55.0Z;3;48.8053779;9.9276544;1.8;4666.3;59.1;8;4714.1;32.5;6.4;5.0;575.4;0.55;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.386;0.243;1;0.000;1;0.000;0;0.002;0;0.002
1406.346;1405.479;2023-07-02T14:06:57.0Z;3;48.8053566;9.9281146;1.8;4679.3;61.9;8;4727.0;32.4;6.3;4.8;574.5;0.60;15032;2671;329;231;18004;8.79;3.29;5.03;0.006;0.386;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1408.346;1407.480;2023-07-02T14:06:59.0Z;3;48.8053339;9.9285776;1.8;4692.0;61.0;8;4739.7;32.4;5.9;4.3;574.0;20.09;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.387;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1410.346;1409.482;2023-07-02T14:07:01.0Z;3;48.8052842;9.9290064;1.8;4704.6;54.5;8;4752.3;32.4;6.0;4.4;572.4;19.82;25165;14862;15474;5544;24393;8.79;3.29;5.03;0.006;0.387;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1412.347;1411.483;2023-07-02T14:07:03.0Z;3;48.8052162;9.9293878;1.8;4714.9;50.1;8;4762.7;32.2;5.5;4.2;572.2;9.59;25165;10832;8788;14491;16924;8.79;3.29;5.03;0.006;0.388;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1414.347;1413.487;2023-07-02T14:07:05.0Z;3;48.8051336;9.9297409;2.0;4722.8;48.6;7;4770.5;32.4;6.2;4.5;571.2;7.86;25165;25165;25165;25165;25165;8.79;3.29;5.04;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1416.347;1415.488;2023-07-02T14:07:07.0Z;3;48.8050604;9.9300972;2.0;4731.7;48.8;7;4779.4;32.2;6.7;5.0;570.6;7.46;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1418.347;1417.490;2023-07-02T14:07:09.0Z;3;48.8050119;9.9304553;2.0;4742.8;49.3;7;4790.6;32.2;6.3;5.0;570.0;7.75;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1420.347;1419.491;2023-07-02T14:07:11.0Z;3;48.8049553;9.9308531;2.0;4755.2;57.1;7;4802.9;32.2;6.2;4.9;569.1;3.59;25165;411;20290;629;4240;8.79;3.29;5.04;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1422.347;1421.494;2023-07-02T14:07:13.0Z;3;48.8048831;9.9312974;2.0;4766.5;63.3;6;4814.2;32.2;5.2;4.2;568.6;6.79;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1424.347;1423.498;2023-07-02T14:07:15.0Z;3;48.8048429;9.9317867;2.0;4776.1;66.3;7;4823.8;32.1;5.4;4.4;567.5;3.98;19152;3848;5536;24609;22128;8.79;3.29;5.03;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1426.347;1425.499;2023-07-02T14:07:17.0Z;3;48.8048573;9.9322569;2.7;4785.2;58.1;7;4833.0;32.2;5.8;4.0;566.8;22.89;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1428.347;1427.501;2023-07-02T14:07:19.0Z;3;48.8048850;9.9326329;1.8;4797.2;44.2;8;4845.0;32.2;5.7;4.3;566.7;13.56;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1430.348;1429.505;2023-07-02T14:07:21.0Z;3;48.8048624;9.9329502;1.8;4808.8;43.0;8;4856.6;32.4;5.7;4.3;565.3;9.25;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1432.347;1431.507;2023-07-02T14:07:23.0Z;3;48.8047916;9.9333065;2.0;4821.5;54.7;7;4869.2;32.4;5.8;4.3;564.5;9.07;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1434.347;1433.509;2023-07-02T14:07:25.0Z;3;48.8047746;9.9337584;2.0;4833.0;64.3;7;4880.8;32.2;5.3;4.1;563.5;8.15;13647;17610;9173;1606;2074;8.78;3.29;5.03;0.006;0.389;0.244;1;0.000;1;0.000;0;0.002;0;0.002
1436.347;1435.511;2023-07-02T14:07:27.0Z;3;48.8048338;9.9342185;2.0;4845.5;58.5;7;4893.3;32.2;5.4;3.8;562.9;33.51;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.389;0.245;1;0.000;1;0.000;0;0.002;0;0.002
1438.347;1437.513;2023-07-02T14:07:29.0Z;3;48.8048652;9.9345583;2.0;4858.1;36.9;7;4905.8;32.1;5.7;4.1;562.0;20.95;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.389;0.247;1;0.000;1;0.000;0;0.002;0;0.002
1440.347;1439.516;2023-07-02T14:07:31.0Z;3;48.8048417;9.9348129;2.0;4869.2;33.4;7;4917.0;32.1;5.9;4.2;560.9;13.37;25165;25165;25165;25165;25165;8.78;3.29;5.03;0.006;0.389;0.247;1;0.000;1;0.000;0;0.002;0;0.002
1442.347;1441.517;2023-07-02T14:07:33.0Z;3;48.8047741;9.9351173;2.0;4880.5;50.5;7;4928.2;32.1;6.2;4.4;558.0;10.78;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.389;0.247;1;0.000;1;0.000;0;0.002;0;0.002
1444.347;1443.518;2023-07-02T14:07:35.0Z;3;48.8047056;9.9355410;2.0;4891.1;61.7;7;4938.8;32.1;5.3;4.1;559.6;10.41;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.390;0.247;1;0.000;1;0.000;0;0.002;0;0.002
1446.348;1445.519;2023-07-02T14:07:37.0Z;3;48.8046490;9.9359944;1.8;4899.4;59.8;8;4947.2;31.9;5.8;4.3;558.6;11.98;8451;12206;21664;7509;20951;8.78;3.29;5.03;0.006;0.389;0.247;1;0.000;1;0.000;0;0.002;0;0.002
1448.348;1447.520;2023-07-02T14:07:39.0Z;3;48.8045761;9.9364089;2.0;4907.0;55.6;7;4954.7;32.2;5.5;4.4;558.2;7.82;4310;24491;14384;24904;1779;8.78;3.29;5.03;0.006;0.389;0.247;1;0.000;1;0.000;0;0.002;0;0.002
1450.348;1449.522;2023-07-02T14:07:41.0Z;3;48.8045109;9.9367689;1.8;4918.4;46.3;8;4966.2;32.0;5.0;4.0;557.4;7.91;25165;25165;25165;25165;25165;8.79;3.29;5.04;0.006;0.390;0.247;1;0.000;1;0.000;0;0.002;0;0.002
1452.348;1451.525;2023-07-02T14:07:43.0Z;3;48.8044905;9.9370790;2.0;4931.0;39.2;7;4978.8;32.1;5.2;3.9;556.6;11.77;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.391;0.247;1;0.000;1;0.000;0;0.002;0;0.002
1454.348;1453.527;2023-07-02T14:07:45.0Z;3;48.8045321;9.9373871;1.8;4941.7;46.3;8;4989.5;32.0;4.9;3.6;556.0;10.73;25165;25165;25165;25165;25165;8.79;3.29;5.03;0.006;0.389;0.247;1;0.000;1;0.000;0;0.002;0;0.002
